datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations
2024-03-27,1711512000,15.0,5.2,9.3,15.0,2.6,8.0,4.2,72.1,0.514,100.0,25.0,['rain'],0.0,0.0,37.3,23.3,183.3,1013.3,91.9,21.7,62.1,5.5,3.0,06:51:27,1711536687,19:25:15,1711581915,0.58,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-03-28,1711598400,9.0,2.0,5.5,8.5,-0.4,3.0,-3.0,56.2,0.0,0.0,0.0,,0.0,0.0,31.7,16.8,263.7,1016.1,77.8,24.0,194.7,16.9,8.0,06:49:34,1711622974,19:26:33,1711668393,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-03-29,1711684800,6.9,-2.3,2.7,3.0,-5.5,-1.1,-6.4,52.2,0.0,0.0,0.0,,0.0,0.0,47.1,29.6,301.4,1011.0,63.2,24.0,183.8,15.8,10.0,06:47:40,1711709260,19:27:50,1711754870,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-03-30,1711771200,7.0,-1.0,2.4,3.8,-7.0,-2.0,-8.9,44.4,0.0,0.0,0.0,,0.0,0.0,38.2,26.5,301.2,1009.2,70.4,24.0,221.0,19.1,8.0,06:45:47,1711795547,19:29:08,1711841348,0.69,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-03-31,1711857600,10.0,0.7,5.2,10.0,-2.3,2.5,-6.9,43.0,0.0,0.0,0.0,,0.0,0.0,40.8,22.3,280.3,1011.1,49.6,24.0,221.1,19.1,8.0,06:43:54,1711881834,19:30:26,1711927826,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', '71628099999', 'CTCK', 'CXOA']"
2024-04-01,1711944000,10.8,-1.3,4.7,10.8,-1.3,3.5,-3.6,58.9,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,22.4,352.2,1015.5,65.1,24.0,171.2,14.7,8.0,06:42:01,1711968121,19:31:43,1712014303,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', '71628099999', '71063099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-02,1712030400,11.1,-1.4,5.2,11.1,-4.7,2.2,-4.6,55.3,0.0,0.0,0.0,,0.0,0.0,47.9,34.9,80.3,1017.0,67.4,24.0,194.0,16.9,7.0,06:40:08,1712054408,19:33:01,1712100781,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', '71063099999', '71628099999', '71627999999', 'CTCK', 'CXOA', '71300099999']"
2024-04-03,1712116800,6.1,0.2,3.9,2.1,-6.0,-1.3,-2.1,67.4,20.395,100.0,45.83,"['rain', 'snow']",5.8,0.8,58.9,37.0,88.1,1007.2,91.0,15.1,21.9,1.7,1.0,06:38:16,1712140696,19:34:18,1712187258,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71304199999', '71300099999']"
2024-04-04,1712203200,1.1,-1.1,0.0,-2.3,-8.7,-6.2,-1.2,91.2,7.075,100.0,91.67,['snow'],11.1,14.9,60.2,40.3,73.5,1004.4,89.2,5.3,51.5,4.3,2.0,06:36:24,1712226984,19:35:35,1712273735,0.86,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-05,1712289600,6.7,0.0,3.0,3.5,-4.8,-0.7,0.6,85.2,2.966,100.0,87.5,"['rain', 'snow']",1.8,14.3,44.3,17.9,356.2,1005.7,92.3,19.5,95.7,8.3,6.0,06:34:33,1712313273,19:36:53,1712360213,0.89,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-06,1712376000,11.9,3.0,6.8,11.9,-0.6,4.6,-0.6,61.2,0.0,0.0,0.0,['rain'],0.0,2.8,35.3,22.0,0.5,1013.9,60.6,24.0,140.3,12.0,9.0,06:32:42,1712399562,19:38:10,1712446690,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-07,1712462400,15.9,-0.9,8.2,15.9,-0.9,7.5,-3.0,50.5,0.004,100.0,4.17,['rain'],0.0,2.1,20.2,11.1,351.1,1020.6,5.0,24.0,245.8,21.1,8.0,06:30:51,1712485851,19:39:27,1712533167,0.96,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-08,1712548800,17.1,1.0,9.9,17.1,0.6,9.7,-2.6,45.8,0.0,0.0,0.0,,0.0,0.1,16.6,17.8,265.8,1019.2,48.3,24.0,176.7,15.3,9.0,06:29:01,1712572141,19:40:45,1712619645,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-09,1712635200,20.3,4.8,12.7,20.3,4.8,12.4,-0.4,43.1,0.0,0.0,0.0,['rain'],0.0,0.0,33.5,20.7,116.9,1015.6,56.7,24.0,206.0,17.8,8.0,06:27:12,1712658432,19:42:02,1712706122,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-10,1712721600,21.8,6.8,13.3,21.8,4.3,12.6,2.4,48.4,0.03,100.0,4.17,['rain'],0.0,0.0,33.3,20.8,55.4,1012.4,61.5,24.0,190.6,16.5,8.0,06:25:22,1712744722,19:43:19,1712792599,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-11,1712808000,12.8,5.2,9.6,12.8,4.2,8.9,7.8,89.2,8.41,100.0,41.67,['rain'],0.0,0.0,40.3,22.8,80.1,1009.8,87.0,16.5,24.4,1.9,1.0,06:23:34,1712831014,19:44:37,1712879077,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-12,1712894400,16.0,8.7,11.7,16.0,5.5,11.1,9.5,86.8,16.693,100.0,70.83,['rain'],0.0,0.0,54.6,36.6,155.4,989.5,89.9,20.0,58.7,4.9,3.0,06:21:46,1712917306,19:45:54,1712965554,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-13,1712980800,7.8,3.7,5.2,4.6,-1.0,1.1,2.9,85.7,2.984,100.0,79.17,['rain'],0.0,0.0,50.8,29.7,272.4,996.9,87.8,17.0,72.1,6.2,3.0,06:19:59,1713003599,19:47:11,1713052031,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-14,1713067200,8.7,0.1,5.4,8.0,-2.5,4.1,2.7,82.9,0.894,100.0,20.83,['rain'],0.0,0.0,25.9,14.6,240.6,1006.8,67.4,23.4,62.4,5.2,3.0,06:18:12,1713089892,19:48:28,1713138508,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-15,1713153600,13.2,4.9,8.3,13.2,2.8,6.9,3.4,73.9,1.596,100.0,45.83,['rain'],0.0,0.0,40.7,19.7,276.1,1010.5,51.6,22.8,184.5,15.9,9.0,06:16:27,1713176187,19:49:46,1713224986,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-16,1713240000,14.1,2.7,7.9,14.1,0.7,6.5,0.4,62.9,0.0,0.0,0.0,,0.0,0.0,29.2,24.1,319.2,1020.9,29.3,24.0,201.2,17.3,8.0,06:14:41,1713262481,19:51:03,1713311463,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'E3670', '71063099999', '71628099999', '71627999999', 'CTCK', 'CXOA', '71300099999']"
2024-04-17,1713326400,10.7,-0.9,5.5,10.7,-5.5,2.3,-2.7,56.5,0.0,0.0,0.0,,0.0,0.0,47.5,35.5,70.3,1022.7,55.3,24.0,203.9,17.6,9.0,06:12:57,1713348777,19:52:20,1713397940,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['71628099999', 'E3670', '71627999999']"
2024-04-18,1713412800,8.3,4.4,6.7,8.1,-0.4,3.7,4.1,85.4,0.0,0.0,0.0,['rain'],0.0,0.0,54.7,29.5,83.5,1016.4,88.5,12.7,19.7,1.6,1.0,06:11:14,1713435074,19:53:37,1713484417,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['E3670', '71628099999', '71627999999']"
2024-04-19,1713499200,11.9,7.1,9.5,11.9,4.7,8.4,8.0,90.9,14.445,100.0,33.33,['rain'],0.0,0.0,46.1,29.3,194.6,1013.0,78.9,14.5,32.1,2.8,2.0,06:09:31,1713521371,19:54:54,1713570894,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['CXKE', 'E3670', '71628099999', '71063099999', '71627999999', 'CTCK', 'CXOA', '71304199999', '71300099999']"
2024-04-20,1713585600,8.0,3.3,5.7,5.1,-0.3,2.6,-0.4,65.5,1.236,100.0,25.0,['rain'],0.0,0.0,44.3,22.5,260.5,1012.5,59.4,23.6,120.0,10.3,5.0,06:07:49,1713607669,19:56:11,1713657371,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-21,1713672000,8.8,0.9,4.6,5.6,-3.2,1.0,-3.0,60.0,0.249,100.0,4.17,"['rain', 'snow']",0.1,0.0,46.7,30.7,266.5,1012.3,55.7,23.4,137.5,11.8,7.0,06:06:08,1713693968,19:57:28,1713743848,0.42,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-22,1713758400,10.8,-2.2,3.6,10.8,-5.3,0.7,-5.7,52.6,0.085,100.0,20.83,"['rain', 'snow']",0.0,0.0,39.8,28.7,248.3,1017.7,25.6,24.0,262.0,22.6,10.0,06:04:28,1713780268,19:58:45,1713830325,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-23,1713844800,16.1,1.2,10.2,16.1,-1.0,9.0,0.2,53.1,0.954,100.0,8.33,['rain'],0.0,0.0,57.0,34.8,213.1,1011.4,64.9,23.0,102.5,8.9,5.0,06:02:49,1713866569,20:00:02,1713916802,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-24,1713931200,9.8,0.2,4.6,7.8,-4.2,0.5,-2.6,63.8,11.008,100.0,45.83,"['rain', 'snow']",0.0,0.0,52.9,33.3,328.8,1015.3,52.0,18.6,228.7,19.7,9.0,06:01:11,1713952871,20:01:19,1714003279,0.52,"Snow, Rain, Partially cloudy",Clearing in the afternoon with rain or snow clearing later.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-25,1714017600,8.2,-2.9,2.5,6.0,-6.6,0.0,-8.9,43.6,0.035,100.0,8.33,['rain'],0.0,0.0,21.6,15.0,316.0,1029.3,1.8,24.0,278.7,24.1,9.0,05:59:34,1714039174,20:02:36,1714089756,0.56,Rain,Clear conditions throughout the day with afternoon rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-26,1714104000,14.2,-1.9,7.1,14.2,-1.9,7.0,-4.6,48.1,0.023,100.0,8.33,"['rain', 'freezingrain', 'snow']",0.0,0.0,18.7,11.6,150.2,1031.4,5.1,24.0,278.3,24.0,9.0,05:57:58,1714125478,20:03:52,1714176232,0.59,"Snow, Rain, Freezing Drizzle/Freezing Rain",Clear conditions throughout the day with afternoon rain or snow.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-27,1714190400,19.1,2.8,10.4,19.1,0.2,9.6,1.8,58.3,2.212,100.0,20.83,['rain'],0.0,0.0,38.0,27.3,140.6,1025.1,71.1,22.2,126.3,10.8,6.0,05:56:24,1714211784,20:05:09,1714262709,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['CXKE', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-28,1714276800,20.3,9.7,14.3,20.3,7.9,14.1,9.6,74.6,3.088,100.0,25.0,['rain'],0.0,0.0,35.0,24.0,303.7,1016.1,87.6,22.8,140.9,12.2,8.0,05:54:50,1714298090,20:06:25,1714349185,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['CXKE', 'E2286', 'CYOW', 'CYND', 'E3670', '71063099999', '71628099999', 'CTCK', 'CXOA', '71300099999']"
2024-04-29,1714363200,11.8,5.7,8.8,11.8,2.3,7.0,2.0,62.9,1.413,100.0,8.33,['rain'],0.0,0.0,34.5,21.4,51.7,1020.5,92.7,24.0,141.5,12.1,5.0,05:53:18,1714384398,20:07:41,1714435661,0.7,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"['E2286', 'CXKE', 'CYOW', 'CYND', 'CTCK', 'CXOA']"
2024-04-30,1714449600,8.8,5.9,7.3,5.9,2.8,4.3,5.3,87.6,9.116,100.0,41.67,['rain'],0.0,0.0,40.3,28.1,75.9,1014.8,100.0,17.3,51.6,4.7,3.0,05:51:47,1714470707,20:08:57,1714522137,0.74,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"['E2286', 'CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-01,1714536000,15.0,5.9,10.1,15.0,4.8,9.7,6.5,79.4,0.491,100.0,8.33,['rain'],0.0,0.0,20.2,16.1,130.2,1013.6,93.0,22.4,160.5,13.8,7.0,05:50:17,1714557017,20:10:13,1714608613,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-02,1714622400,18.2,7.1,13.2,18.2,7.1,13.2,9.4,79.1,1.413,100.0,4.17,['rain'],0.0,0.0,33.5,17.6,324.2,1014.1,69.9,22.1,112.7,9.7,6.0,05:48:48,1714643328,20:11:28,1714695088,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-03,1714708800,18.0,8.7,13.3,18.0,6.5,12.8,8.7,75.1,0.0,0.0,0.0,['rain'],0.0,0.0,29.5,17.4,76.9,1020.6,81.1,24.0,232.8,20.0,9.0,05:47:21,1714729641,20:12:43,1714781563,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-04,1714795200,22.7,12.0,16.8,22.7,12.0,16.8,10.2,66.0,0.0,0.0,0.0,['rain'],0.0,0.0,31.7,16.9,96.2,1021.5,87.9,24.0,216.0,18.7,9.0,05:45:55,1714815955,20:13:58,1714868038,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-05,1714881600,15.9,11.8,13.3,15.9,11.8,13.3,10.9,85.9,14.163,100.0,41.67,['rain'],0.0,0.0,36.0,22.2,187.0,1016.9,98.0,19.4,29.1,2.5,1.0,05:44:31,1714902271,20:15:13,1714954513,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-06,1714968000,20.3,9.7,15.6,20.3,9.7,15.6,8.0,65.4,0.232,100.0,8.33,['rain'],0.0,0.0,35.9,20.7,267.7,1013.8,38.0,22.1,284.1,24.4,9.0,05:43:08,1714988588,20:16:27,1715040987,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-07,1715054400,21.1,6.9,15.2,21.1,6.9,15.2,4.3,51.5,0.0,0.0,0.0,,0.0,0.0,31.7,19.2,272.4,1009.9,22.6,24.0,277.1,24.0,9.0,05:41:46,1715074906,20:17:41,1715127461,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
2024-05-08,1715140800,14.7,8.8,11.1,14.7,6.3,10.7,6.0,72.0,9.791,100.0,33.33,['rain'],0.0,0.0,41.3,25.5,51.5,1003.5,78.6,19.5,54.8,4.8,2.0,05:40:26,1715161226,20:18:54,1715213934,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"['CXKE', 'CYOW', 'CYND', 'E3670', 'CTCK', 'CXOA']"
